@relation trainingData

@attribute cancelled {0, 1}
@attribute weight numeric
@attribute reward numeric
@attribute itemCount numeric

@data
0,24.509999999999998,90.81,8
0,56.31999999999999,210.73000000000002,16
0,18.25,64.39,7
0,39.86,109.75999999999999,12
1,55.85000000000001,103.61,12
0,14.35,34.449999999999996,4
0,11.43,38.37,4
1,60.22,161.67000000000002,16
1,59.629999999999995,90.72,13
1,35.11,87.7,9
1,44.15,166.11,14
0,47.980000000000004,70.16000000000001,11
0,12.08,64.4,5
0,25.810000000000002,104.80999999999999,8
0,21.73,56.739999999999995,7
1,26.77,104.27000000000001,9
0,43.4,56.11,9
0,46.19,102.67999999999999,11
0,29.0,56.81999999999999,8
0,61.14,222.65,15
0,29.5,120.64999999999999,9
1,44.849999999999994,162.79999999999998,13
0,32.5,150.32999999999998,12
1,33.42,61.169999999999995,7
1,44.699999999999996,190.78999999999996,15
0,25.31,62.77,7
0,33.94,185.14999999999998,11
1,43.660000000000004,136.76999999999998,13
0,36.18,77.88,10
0,23.599999999999998,84.52,6
0,22.220000000000002,42.16,5
0,8.790000000000001,42.269999999999996,3
0,12.85,61.04,7
0,5.949999999999999,49.62,4
0,18.38,68.54,6
0,38.120000000000005,58.220000000000006,9
0,40.18,95.51,11
0,18.84,40.66,4
0,22.79,80.06,7
0,15.719999999999999,84.57,6
0,42.24,109.49999999999999,11
0,52.59,104.27,13
0,15.11,79.84,6
0,38.559999999999995,175.26,13
0,17.130000000000003,57.17,5
1,28.22,129.09,10
0,23.81,76.92,8
0,59.11,124.72999999999999,14
0,35.57,80.39,8
0,14.240000000000002,43.87,3
1,8.04,58.09,10
0,33.27,52.849999999999994,9
0,21.25,96.05,7
0,8.88,13.66,2
0,49.459999999999994,186.15,18
0,14.05,76.60000000000001,6
0,33.45,142.36999999999998,10
1,19.339999999999996,98.68,8
1,42.46,53.35,10
0,27.4,95.27000000000001,9
1,35.39,106.75999999999999,9
1,39.0,66.81,11
1,18.580000000000002,106.09,9
0,12.280000000000001,69.69,5
0,27.159999999999997,103.33,9
1,22.560000000000002,54.14,5
0,12.600000000000001,27.14,3
0,37.0,136.16,14
0,6.27,38.19,3
0,39.489999999999995,93.95,9
1,40.02,130.67000000000002,12
0,28.47,86.98,10
1,44.44,128.25,11
1,15.9,80.77,6
0,44.35000000000001,155.41,14
0,16.560000000000002,13.879999999999999,3
0,27.11,68.47,7
0,31.14,34.39,6
0,23.7,64.56,8
0,16.02,7.21,3
0,27.32,72.82,8
0,25.22,59.489999999999995,7
0,16.560000000000002,96.5,7
0,8.790000000000001,42.269999999999996,3
0,22.93,115.72999999999999,10
0,19.39,73.77,7
0,34.97,153.04000000000002,12
0,18.35,123.37,9
0,26.69,85.00999999999999,8
0,28.4,65.34,8
0,34.74,122.48,10
0,30.12,48.36,6
0,46.029999999999994,103.14,11
0,22.8,27.4,4
0,22.58,133.1,7
0,1.4,14.69,1
0,19.450000000000003,81.28,7
0,6.52,42.86,3
0,32.010000000000005,107.81,7
0,28.34,102.17,10
0,37.50999999999999,131.91000000000003,12
0,10.88,48.23,4
0,23.8,120.76,9
1,56.69,148.06,19
0,49.669999999999995,94.3,12
0,29.52,141.35,10
0,50.21000000000001,192.01,13
0,49.18,154.25,16
1,50.49000000000001,180.51999999999998,15
0,33.489999999999995,113.7,11
1,22.14,96.78999999999999,7
0,48.95,151.48000000000002,12
0,14.74,41.839999999999996,4
0,34.22,66.71000000000001,9
1,38.260000000000005,109.08999999999999,9
0,12.530000000000001,19.21,3
0,14.13,83.2,5
0,49.290000000000006,77.16,11
0,39.93,72.62,9
0,10.89,37.36,3
0,37.25,126.76,10
0,25.0,102.12,10
0,58.41,200.7,17
1,29.86,151.64,11
0,29.630000000000003,97.17999999999999,6
0,32.42,68.8,8
0,25.76,66.16,7
0,41.06999999999999,125.37,12
0,6.5600000000000005,14.87,2
0,25.72,101.97,9
1,39.91,57.15,9
0,39.78,156.0,12
0,23.76,110.36000000000001,9
0,44.53,49.81,11
0,61.93,162.07,19
0,7.44,26.96,2
0,37.120000000000005,122.94,11
0,47.120000000000005,137.98000000000002,10
0,20.18,58.95000000000001,6
0,7.6899999999999995,71.49,5
0,25.95,126.8,13
0,26.46,64.8,7
1,44.29,270.39,20
1,50.150000000000006,151.73000000000002,12
0,12.719999999999999,107.58000000000001,9
0,58.040000000000006,84.07,12
0,46.61,196.29999999999998,13
0,24.09,131.25,7
0,32.67,163.79999999999998,9
1,32.580000000000005,134.95,12
0,12.260000000000002,21.72,3
0,15.120000000000001,27.18,3
0,23.86,70.07,8
1,50.08,76.92,12
0,26.380000000000003,84.88,8
1,43.49,170.8,10
1,31.740000000000002,112.4,8
0,56.260000000000005,98.36999999999999,12
0,9.99,51.67,4
0,23.91,162.07000000000002,11
0,22.5,124.54000000000002,10
0,31.110000000000003,80.38999999999999,8
0,7.51,47.48,3
1,38.32000000000001,56.03,9
1,24.24,98.17000000000002,8
1,59.33,201.06,17
0,44.49,159.8,14
0,7.96,29.56,3
0,23.71,64.41999999999999,6
0,37.29,76.52,8
0,7.1,21.54,2
1,30.940000000000005,72.28,8
1,27.71,125.38999999999999,10
0,13.959999999999999,99.81,8
1,26.560000000000002,84.05000000000001,8
1,38.18,110.66,11
0,28.66,144.28,8
0,36.67,165.72,13
0,19.34,31.04,5
0,21.0,95.47,8
0,46.11,97.96,11
1,31.490000000000002,111.08000000000001,10
0,11.68,45.96,4
0,44.31999999999999,108.16000000000001,13
0,30.28,168.91000000000003,14
1,14.54,89.08,8
1,48.37,173.46,15
1,61.52,261.64,21
0,45.09,154.2,11
0,9.93,87.54,6
0,18.080000000000002,65.94,6
0,7.9,38.94,3
1,37.61,67.37,9
0,43.010000000000005,135.37999999999997,13
0,39.09,107.85000000000001,12
0,25.909999999999997,62.959999999999994,6
0,57.73,175.57000000000002,17
0,56.82000000000001,185.26,17
1,27.6,87.62,8
0,51.5,150.47,15
1,48.43,95.83000000000001,12
0,16.88,15.23,4
0,16.71,11.64,4
0,26.9,146.63,10
0,14.0,41.83,4
0,16.1,88.17,7
0,34.1,69.03,8
0,49.08,132.81,13
0,36.67,64.79,10
0,23.95,143.7,10
0,36.44,78.6,10
0,13.61,65.07,4
0,26.230000000000004,80.64999999999999,7
0,22.459999999999997,103.51000000000002,7
0,22.04,15.41,5
0,22.81,120.2,10
1,17.26,120.52000000000001,12
0,55.38000000000001,151.95999999999998,14
0,32.769999999999996,94.24000000000001,8
0,34.1,150.0,9
1,34.95,104.63999999999999,12
0,16.3,105.89,10
1,49.650000000000006,132.99,14
0,43.029999999999994,160.37,15
0,17.15,93.19,7
0,41.2,137.69,9
0,35.050000000000004,173.57,12
0,29.37,57.910000000000004,6
0,21.46,85.94999999999999,7
0,21.62,71.80999999999999,7
1,55.379999999999995,173.87,15
0,6.27,31.42,3
1,50.03,135.16,13
0,50.730000000000004,188.68,15
1,47.06,153.24,11
0,12.4,45.510000000000005,4
1,55.86,202.39,17
0,14.75,58.92999999999999,5
0,38.86000000000001,77.53,9
0,29.340000000000003,62.47,7
1,46.98,217.47,16
0,26.769999999999996,132.99,11
0,38.97,69.89000000000001,10
1,40.59,83.42999999999999,10
0,28.6,106.27,9
1,29.56,127.59,10
1,33.38,89.16,8
0,42.06999999999999,106.05000000000001,10
0,29.840000000000003,59.459999999999994,7
1,59.99000000000001,107.25,16
0,46.16,143.75,12
0,45.15,93.06,11
0,40.92,28.08,8
0,23.18,95.25,9
0,34.83,145.68,12
1,45.709999999999994,90.5,10
0,18.810000000000002,75.38999999999999,5
0,3.72,13.48,1
0,39.39,67.49,9
0,59.12,114.04,15
1,30.02,117.08999999999999,11
1,13.02,59.17,9
0,34.62,122.24,13
0,30.94,117.11,10
0,41.61,108.74000000000001,12
0,57.37,86.57,13
1,47.64,140.26999999999998,13
1,37.85,81.48,10
0,22.130000000000003,65.63999999999999,6
0,24.9,20.87,5
0,28.479999999999997,110.67,9
0,18.979999999999997,112.54999999999998,9
0,10.97,26.39,3
0,37.35000000000001,96.5,11
0,49.68000000000001,41.63999999999999,9
1,52.07,103.66,12
0,32.480000000000004,88.5,9
1,36.21,101.89999999999999,9
0,46.04,93.52,11
0,25.89,62.81999999999999,6
1,50.87,176.20999999999998,16
0,21.07,80.47,6
0,27.540000000000003,85.17,8
0,37.67,72.78999999999999,8
0,53.04,129.7,15
0,48.92,54.949999999999996,10
1,37.760000000000005,109.58,9
0,14.37,60.81,5
0,18.61,76.14,7
0,11.4,13.7,2
1,29.57,55.06999999999999,7
0,6.9799999999999995,54.84,4
0,11.219999999999999,17.94,3
0,21.910000000000004,174.63,11
0,39.06,106.74000000000001,9
0,19.590000000000003,22.759999999999998,4
0,59.01,166.48,16
0,26.520000000000003,95.05,8
0,5.12,28.17,2
0,28.53,70.87,7
0,18.51,53.25,5
1,36.739999999999995,161.24,11
0,36.64,83.89,10
0,18.950000000000003,27.139999999999997,4
0,4.89,42.11,3
0,25.57,88.19999999999999,9
1,35.07,95.15,9
0,27.69,69.50999999999999,7
0,13.690000000000001,95.50999999999999,7
1,45.33,172.03,15
0,21.830000000000002,127.99000000000001,9
0,57.46,103.36,12
0,11.43,50.32,4
0,60.13,108.66,14
0,27.1,52.96,7
0,52.4,114.69,12
1,31.01,80.49000000000001,8
0,27.560000000000002,56.16,7
1,34.95,143.19,11
0,32.73,111.08,10
0,30.130000000000003,132.23,7
0,26.88,84.71,8
0,29.770000000000003,97.63,8
0,2.93,14.09,1
0,27.12,71.57,8
0,32.38,69.06,7
0,31.790000000000003,104.32000000000001,10
1,31.64,118.78,9
0,31.47,61.96,7
0,22.96,48.73,5
0,36.260000000000005,103.86999999999999,9
1,47.85,126.3,13
0,32.85,63.17,11
0,16.14,52.75,5
0,60.04,167.48,16
0,27.47,136.38,9
1,41.58,205.41,15
0,13.37,59.73,5
0,9.76,107.5,8
0,35.1,125.23,10
0,34.35,65.87,9
0,57.74999999999999,198.57999999999998,13
0,37.02,55.64999999999999,8
0,13.54,69.71000000000001,6
0,46.769999999999996,208.35999999999999,11
1,62.279999999999994,170.44,17
0,45.61,138.86999999999998,12
0,7.109999999999999,39.55,3
0,12.94,55.46,4
1,11.57,51.989999999999995,4
1,45.940000000000005,114.39,11
0,29.34,74.34,8
1,30.800000000000004,170.84999999999997,12
0,26.98,130.97,10
0,24.540000000000003,47.51,5
0,29.8,97.97,10
0,42.330000000000005,110.0,11
0,47.3,104.17999999999999,11
0,48.85999999999999,160.94000000000003,14
1,49.2,109.76,12
0,29.59,138.86,12
0,29.6,128.95999999999998,10
0,60.92,213.89999999999998,13
1,21.07,109.37,8
0,6.079999999999999,62.47,4
0,20.54,74.97,6
0,47.47,84.44,10
1,56.34,164.98,15
1,26.39,86.98,7
0,37.2,81.14,8
1,34.26,122.75,10
0,38.23,175.65,14
0,46.63999999999999,85.82000000000001,11
1,29.41,95.25,11
0,33.870000000000005,84.55,9
0,29.9,48.94,6
0,47.74999999999999,188.65000000000003,15
1,48.69,119.43,12
0,20.19,43.440000000000005,4
0,44.660000000000004,119.34,10
0,28.849999999999998,72.22,8
0,22.48,106.84,5
1,55.790000000000006,115.87,14
1,52.910000000000004,217.15,17
0,11.43,18.06,4
0,16.96,53.86,6
0,40.760000000000005,98.85,9
1,21.11,77.19,6
0,13.65,47.760000000000005,4
1,36.370000000000005,123.23,10
0,37.55,116.61,12
1,30.55,108.36999999999999,10
0,43.879999999999995,183.81,15
1,25.809999999999995,100.50999999999999,9
0,20.5,67.71000000000001,8
0,38.73,92.43,10
0,44.41,57.489999999999995,10
1,24.81,88.2,7
0,6.11,18.4,2
0,35.769999999999996,99.16999999999999,11
0,28.22,107.37,8
0,32.410000000000004,105.67999999999999,9
0,26.880000000000003,14.239999999999998,5
0,23.53,116.91,9
0,30.880000000000003,57.06,8
0,32.75,41.6,8
0,45.6,54.8,8
1,57.580000000000005,181.67,17
1,47.42,188.51,16
0,26.419999999999998,83.21000000000001,7
0,22.89,137.26,10
0,47.870000000000005,128.98000000000002,14
1,40.760000000000005,99.19,10
0,18.200000000000003,88.82,7
0,44.269999999999996,156.42,12
0,22.8,27.4,4
0,53.51,214.38,18
0,38.7,99.24000000000001,9
0,16.17,75.06,8
0,26.29,74.35000000000001,9
1,55.230000000000004,145.29999999999998,14
0,49.78,123.57000000000001,13
1,32.6,107.78,9
0,8.84,41.65,3
0,19.39,67.92999999999999,7
0,20.6,67.52,6
0,31.58,78.5,8
1,29.04,99.0,9
0,49.01,136.53,13
1,38.059999999999995,190.76999999999998,11
0,20.74,78.75999999999999,7
0,44.37,76.72,11
0,12.540000000000001,23.07,4
0,40.39,72.15,10
1,5.88,31.52,4
0,31.03,128.18,10
1,61.27,270.65999999999997,21
0,15.54,79.56,6
0,32.29,111.28,9
0,37.97,121.41,12
0,21.88,103.70000000000002,8
0,9.42,20.33,2
0,29.78,103.58,8
0,35.12,93.35,9
1,35.629999999999995,175.22000000000003,15
0,26.52,40.879999999999995,5
0,31.400000000000002,106.42000000000002,8
0,31.470000000000002,102.96999999999998,9
0,55.79,62.54,11
0,34.78,116.02,9
0,34.55,141.84,11
0,42.269999999999996,179.39,13
0,32.089999999999996,134.7,12
0,53.06000000000001,150.02,15
0,12.790000000000001,81.05,6
0,55.34,165.42999999999998,14
0,47.67,121.16000000000001,12
0,31.64,69.05,7
0,17.76,27.32,4
0,27.36,114.75999999999999,10
0,32.15,124.30999999999999,11
1,40.05,138.19,10
0,57.16,217.84,17
0,21.009999999999998,80.03,7
0,29.220000000000002,94.44999999999999,9
0,47.46,86.28,12
1,52.95,139.08999999999997,15
0,25.28,122.88999999999999,11
0,51.77,147.9,15
1,27.74,14.32,10
1,14.09,54.53,4
1,19.060000000000002,79.38,6
0,22.04,56.72,6
0,28.47,86.88,9
0,17.1,20.549999999999997,3
0,37.07,168.04000000000002,11
0,21.34,28.72,5
1,44.839999999999996,212.82,19
0,25.21,47.32000000000001,6
1,27.419999999999998,88.09,8
0,47.47,119.24,12
0,47.699999999999996,174.54999999999995,15
0,40.09,129.46999999999997,11
1,56.06,191.69,16
0,38.03,138.21,12
0,8.65,27.6,3
0,8.639999999999999,52.27,5
1,47.09,165.5,13
0,29.07,65.59,7
0,21.9,83.36,7
0,20.2,32.67,5
0,14.24,87.08,8
0,18.5,35.239999999999995,4
1,30.830000000000002,96.4,9
0,36.230000000000004,104.59,12
0,11.16,80.3,6
1,54.10000000000001,118.01999999999998,15
0,40.32,161.33,11
0,15.120000000000001,27.18,3
0,28.67,51.260000000000005,7
0,21.03,114.97,7
1,22.68,110.5,11
0,25.380000000000003,60.589999999999996,6
0,10.97,26.39,3
0,29.07,152.25,11
0,40.300000000000004,26.720000000000002,9
0,30.89,112.34,10
0,22.89,137.26,10
0,29.95,84.25000000000001,9
0,26.880000000000003,20.08,5
0,53.620000000000005,164.1,13
0,19.2,14.02,4
1,54.220000000000006,180.37,15
0,37.42,53.32,9
0,22.19,84.78,6
0,42.959999999999994,161.01999999999998,10
0,30.64,119.62,10
0,19.490000000000002,27.97,4
0,25.03,83.19999999999999,8
1,18.41,53.349999999999994,5
1,42.910000000000004,90.13,10
1,36.34,113.03000000000002,10
1,24.11,60.2,6
0,27.490000000000002,68.26,7
0,35.96,60.379999999999995,9
0,19.31,81.52000000000001,5
0,12.83,53.059999999999995,5
0,35.43,79.21000000000001,9
1,40.77,110.63,9
1,12.99,58.05,6
0,59.150000000000006,154.55,15
0,31.130000000000003,93.44000000000001,10
0,18.53,62.83,6
0,27.790000000000003,104.25999999999999,8
0,29.92,130.61,10
0,16.01,80.64,6
0,30.2,113.60999999999999,13
1,56.78,251.29,20
0,41.38,78.25,11
0,12.38,43.4,4
0,2.93,14.09,1
1,47.650000000000006,181.25000000000003,16
0,29.0,51.64,8
1,55.66,172.04,16
0,33.86,69.08,9
0,14.040000000000001,13.84,3
0,13.950000000000001,42.449999999999996,4
0,9.2,52.28,4
0,13.950000000000001,42.449999999999996,4
0,43.25,177.07,16
0,13.450000000000001,60.81,5
0,37.1,154.46,11
0,32.69,125.99000000000001,11
0,5.16,0.18,1
0,39.32000000000001,61.14,10
1,58.480000000000004,146.74,13
0,46.3,71.11,9
0,6.55,19.23,4
0,34.230000000000004,65.77,8
0,19.91,65.42,6
0,47.06,107.96,13
0,32.22,136.66,8
1,27.54,58.56,7
0,7.44,26.96,2
1,29.730000000000004,166.92999999999998,12
1,54.06000000000001,179.70000000000002,14
0,7.44,26.96,2
0,42.730000000000004,125.6,9
0,49.14,34.97,9
0,53.760000000000005,179.8,15
0,17.490000000000002,85.58,5
0,8.63,20.939999999999998,2
0,1.4,14.69,1
0,22.0,80.67,7
0,40.42,97.24000000000001,10
0,13.92,30.18,3
0,34.83,95.05,9
0,51.11,198.91,14
0,54.10000000000001,125.07000000000001,11
1,46.019999999999996,144.51,14
0,16.1,74.24,6
1,34.800000000000004,97.66,9
0,31.450000000000003,100.35,10
0,17.47,62.59,5
0,28.740000000000002,91.58,8
0,32.9,74.8,9
1,46.22,122.96000000000001,13
1,49.13,162.37,13
0,32.370000000000005,124.97999999999999,12
0,48.97,111.65,12
1,22.59,90.75999999999999,7
0,38.44,119.94,12
0,17.61,67.32,6
0,22.34,73.6,6
0,60.43000000000001,121.15999999999998,12
0,31.98,165.82999999999998,12
0,39.489999999999995,151.46000000000004,13
1,39.98,64.35,9
1,41.13000000000001,150.51,15
1,46.6,164.15,15
0,14.47,51.28,5
0,45.040000000000006,108.44999999999999,13
1,38.64,134.58999999999997,12
1,34.21,131.23000000000002,11
1,37.46,113.27,10
0,24.860000000000003,114.52000000000001,8
0,14.01,33.66,5
1,53.0,182.57999999999998,18
0,16.23,69.22999999999999,5
0,42.42,103.42999999999999,9
1,56.56,164.41000000000003,17
1,38.06,110.73,12
1,49.65,126.36,12
0,33.85,129.46,9
0,20.48,24.35,5
0,5.7,6.85,1
0,12.97,67.72999999999999,5
0,24.32,117.65,9
0,11.02,28.36,3
0,22.38,120.77000000000001,8
0,38.19,163.09,11
0,38.51,101.63999999999999,9
0,22.67,93.98,6
1,23.490000000000002,109.51,8
0,45.6,76.67000000000002,12
0,7.26,42.87,3
0,30.03,73.50999999999999,7
0,24.39,42.739999999999995,6
0,42.66,131.07999999999998,11
0,47.27,162.68,14
0,50.55,135.60999999999999,16
1,32.97,121.30999999999999,12
0,32.160000000000004,120.74,10
0,44.35000000000001,134.79,13
0,28.759999999999998,57.39,7
0,19.07,66.58,6
0,35.239999999999995,64.27,9
0,36.3,34.56999999999999,7
0,31.490000000000002,109.63000000000001,10
1,52.02,169.57,16
0,11.620000000000001,52.42,4
1,13.96,69.82,5
0,28.62,34.35,6
1,42.0,107.96000000000001,9
0,33.66,167.19000000000003,10
0,21.689999999999998,60.06,6
0,18.810000000000002,101.20000000000002,8
0,32.36,89.72,9
1,29.45,154.89,9
1,50.60000000000001,148.62,13
0,54.400000000000006,187.12,16
0,36.39,67.42999999999999,9
0,47.01,87.5,10
0,22.189999999999998,77.0,9
0,10.75,70.28999999999999,5
0,25.639999999999997,111.41,9
0,34.76,113.10000000000001,10
0,51.94,109.31,13
0,29.25,41.86,7
0,34.449999999999996,108.4,13
0,16.169999999999998,89.11,7
0,44.8,128.55,12
1,36.06,127.85,9
0,48.12,111.22,11
0,14.040000000000001,13.84,3
0,56.089999999999996,172.93,15
0,23.9,92.75,8
0,57.01,146.66,13
0,10.6,66.97,5
0,17.48,80.6,6
0,26.880000000000003,14.239999999999998,5
0,14.209999999999999,48.25,5
1,52.65,127.31,13
0,34.589999999999996,109.71000000000001,9
0,5.6,58.76,4
0,25.88,126.53,10
1,52.9,191.29999999999998,15
0,38.66,107.99,10
0,51.58,187.83999999999997,12
0,16.41,93.18,7
1,32.95,101.85000000000001,9
0,33.71,107.07,10
1,50.480000000000004,162.24,14
0,11.48,36.54,3
0,7.67,52.879999999999995,4
1,37.69,72.73,10
0,29.02,70.25,9
0,52.519999999999996,103.98,11
0,59.430000000000014,175.9,17
1,43.629999999999995,112.84,12
0,32.86,72.22999999999999,9
0,25.049999999999997,78.76,8
0,62.470000000000006,153.35,15
0,29.74,141.17000000000002,12
1,58.28999999999999,126.87,14
0,62.16,200.85999999999999,17
0,48.550000000000004,121.99000000000001,12
1,42.69,158.08999999999997,14
0,41.81,97.03,12
1,38.370000000000005,164.57000000000002,14
0,51.26,189.72000000000003,13
0,47.76,133.85999999999999,12
0,40.93000000000001,90.88,11
0,17.82,55.21000000000001,5
1,46.379999999999995,110.88999999999999,11
0,13.14,33.81,3
0,18.93,84.39,7
0,21.85,77.35000000000001,7
0,45.92,116.82000000000001,11
0,26.4,26.63,6
0,40.019999999999996,150.67,12
0,13.83,32.269999999999996,4
0,41.43,71.96,10
0,41.629999999999995,115.70000000000002,12
0,9.009999999999998,76.56,5
0,43.67999999999999,165.67000000000002,12
1,47.64,120.27999999999999,12
0,5.16,0.18,1
0,57.169999999999995,157.17,15
0,34.300000000000004,78.44,9
1,35.36,98.41,9
0,32.58,103.71000000000001,10
1,26.349999999999998,76.25,7
0,33.690000000000005,63.14,8
0,18.5,35.239999999999995,4
0,27.7,74.54,7
1,36.120000000000005,103.67,10
0,21.330000000000002,102.58,7
1,18.41,64.44,5
1,49.12,129.06,14
0,5.7,6.85,1
0,43.57000000000001,91.41,11
1,27.57,133.62,10
0,33.27,86.32,9
1,16.86,47.29,4
0,5.86,41.5,4
1,32.160000000000004,139.54000000000002,9
0,36.879999999999995,131.07,10
0,32.13,53.25,8
0,39.27,111.20000000000002,11
0,44.15,127.39000000000001,13
0,42.269999999999996,59.01,9
0,26.24,100.78999999999999,9
0,32.21,81.78,8
0,40.900000000000006,136.02,11
1,37.78,103.88999999999999,10
1,34.769999999999996,78.1,10
0,23.67,133.28,10
0,28.75,122.57,10
1,40.02,179.73,13
0,25.009999999999998,117.64,10
0,52.01,170.04999999999998,13
0,24.67,69.35,7
0,18.369999999999997,121.2,9
0,1.4,14.69,1
0,19.310000000000002,99.63000000000001,9
1,33.45,134.47,10
1,16.32,40.62,4
0,14.25,12.37,3
1,41.84,94.8,11
1,24.810000000000002,100.32000000000001,9
0,40.9,83.78,10
0,53.43,203.28,14
0,31.82,115.88,8
0,31.439999999999998,173.94,11
0,31.75,49.69,7
0,44.56,141.44,14
0,53.31999999999999,149.92000000000002,13
0,29.889999999999997,102.74000000000001,10
1,30.520000000000003,120.38,9
1,55.150000000000006,100.46,15
1,44.4,117.52000000000001,11
1,24.09,100.24000000000001,8
0,42.51,158.26,12
0,28.29,51.540000000000006,6
0,55.9,87.74000000000001,12
1,42.43000000000001,173.87,13
0,12.41,13.09,3
0,13.5,97.7,7
0,43.870000000000005,172.20999999999998,11
0,25.580000000000002,113.07000000000001,11
0,60.620000000000005,211.29,17
1,29.279999999999998,141.65,10
1,53.42,183.25,19
0,19.55,107.44,8
0,19.89,88.31,7
1,61.18,136.67000000000002,15
0,16.56,76.13,7
0,48.89000000000001,199.61999999999998,16
0,8.36,50.92,4
0,26.720000000000002,104.08,5
1,54.900000000000006,199.54000000000002,19
0,19.400000000000002,73.52000000000001,8
0,37.99,145.82999999999998,12
0,10.97,26.39,3
0,22.019999999999996,126.47000000000001,10
0,31.12,42.05,7
0,18.4,87.15,7
0,36.629999999999995,141.92000000000002,12
0,46.150000000000006,154.41999999999996,11
0,43.94,133.28,12
0,16.62,32.94,4
0,46.050000000000004,123.48000000000002,12
0,34.36,62.43,7
0,24.57,94.46000000000001,7
1,41.66,108.42,11
0,13.53,81.06,6
0,12.620000000000001,60.55,3
0,49.11,91.07999999999998,10
0,13.81,69.09,5
0,29.51,118.6,13
0,48.7,165.14000000000001,15
0,34.32,130.09,10
0,46.49,150.13,10
0,16.37,81.87,6
0,14.5,25.82,4
0,22.62,31.64,5
0,30.700000000000003,66.34,7
0,37.57,101.82,10
1,32.7,109.30000000000001,11
0,4.199999999999999,44.07,3
0,35.370000000000005,111.73,9
0,28.63,78.49,9
0,8.64,57.879999999999995,5
1,47.64,91.6,13
0,49.39,126.85,12
0,27.639999999999997,113.78999999999999,10
0,36.489999999999995,151.88,9
1,37.68,129.85,12
0,17.5,79.4,6
0,22.65,40.84,6
1,25.419999999999998,61.67,8
0,22.220000000000002,48.72,5
0,49.51,185.38999999999996,16
1,24.159999999999997,151.97,13
0,18.41,14.629999999999999,4
0,24.369999999999997,134.69,10
0,6.789999999999999,35.08,3
0,10.85,42.730000000000004,3
0,36.56,97.04999999999998,7
0,26.07,75.14,7
0,41.11,103.74,10
0,34.61,77.02000000000001,10
0,11.709999999999999,91.55,6
0,35.95,157.86999999999998,14
0,33.94,72.46,8
0,27.8,91.89,8
1,28.54,93.25,8
